name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Natalie Osborn,F,148256001,2004-09-26,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'RA' 'TS'],Suite,1,1,1,6000-8000,8000,[319008223]
Elizabeth Carter,F,547247369,2003-04-17,Freshman,School of Arts and Sciences,0,0,['CS' 'MS' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[602032805, 976422946]"
Mrs. Jenna Little,F,352662794,2000-12-17,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MRS' 'BS' 'JS'],Apartment,1,1,1,4000-6000,5000,"[780110809, 616153665]"
Jennifer Gardner,F,399217931,2003-03-08,Senior,School of Communication and Information,0,0,['MRS' 'BS' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[968427352, 143548744]"
Dawn Diaz,F,380933388,2001-06-11,Freshman,School of Arts and Sciences,0,0,['TS' 'MZH' 'JS'],Apartment,1,0,1,4000-6000,6000,"[462665624, 787819774]"
Richard Johnston,M,165991693,2003-02-01,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000,[630644865]
Hunter Dennis,M,848295183,2002-04-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,"[828047848, 784176273]"
Tiffany Wolf,F,807531792,2004-03-14,Junior,School of Environmental and Biological Sciences,0,1,['MS' 'RA' 'JS'],Suite,1,1,1,8000-11000,10000,[946579029]
Randall Brown,M,329168145,2005-11-21,Freshman,School of Communication and Information,0,1,['MH' 'MS' 'CS'],Suite,1,1,1,4000-6000,5000,[458237461]
Jessica Gregory,F,666137872,2001-08-23,Sophomore,School of Arts and Sciences,0,0,['WS' 'JS' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[672835683]
Amber Thomas,F,363394320,2001-10-17,Junior,School of Engineering,1,0,['WS' 'RA' 'CS'],Apartment,1,1,1,6000-8000,8000,[328479804]
Mary Long,F,429200660,2003-04-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'TS' 'RA'],Suite,1,1,1,4000-6000,6000,"[517531682, 564576384]"
Brian Wolfe,M,315462930,2005-09-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,5000,[290509458]
Kayla Schultz,F,238335257,2000-11-02,Freshman,Mason Gross School of the Arts,0,0,['BS' 'RA' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[175806288]
Jeffrey Peters,M,105043225,2003-04-12,Freshman,School of Arts and Sciences,0,1,['NCA' 'AH' 'MS'],Apartment,1,1,1,8000-11000,10000,"[693856652, 711717852]"
Alexander Shaffer,M,186914075,2000-11-23,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'MH' 'WS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[211755523, 457214493]"
Bobby Garcia,M,674297117,2004-01-15,Freshman,School of Arts and Sciences,0,1,['CS' 'MH' 'RA'],Suite,1,1,1,8000-11000,10000,[458776695]
April Schultz,F,486151457,2001-04-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,8000-11000,11000,[285848142]
Anna Johnson,F,611833122,2004-04-15,Freshman,School of Arts and Sciences,0,1,['MH' 'BH' 'RA'],Suite,1,1,1,6000-8000,7000,[305457227]
Noah Jackson,M,952808741,2002-07-01,Sophomore,School of Social Work,0,0,['BH' 'SA' 'BS'],Suite,1,1,0,4000-6000,6000,"[575000265, 773229286]"
Rebecca Tanner,F,332567847,2002-07-03,Senior,School of Arts and Sciences,0,0,['MZH' 'TS' 'BS'],Suite,1,1,1,4000-6000,6000,[115314020]
Danielle Reed,F,862795048,2004-02-20,Senior,School of Engineering,0,1,['JS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000,"[932645618, 990244350]"
Michelle Martinez,F,691746090,2006-04-10,Freshman,School of Arts and Sciences,0,0,['MS' 'MRS' 'SA'],Suite,1,1,1,4000-6000,6000,"[120141246, 151720546]"
Emma Roberts,F,254301486,2002-04-15,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'WS'],Apartment,1,1,1,8000-11000,10000,"[662498234, 545837944]"
Theodore Palmer,M,698012977,2004-11-14,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[975942364]
Michael Sanchez,M,339227954,2002-08-25,Senior,Mason Gross School of the Arts,0,0,['SA' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000,"[143407032, 506979542]"
Whitney Lee,F,285300022,2001-03-06,Junior,School of Social Work,0,1,['MS' 'NCA' 'JS'],Suite,1,1,0,4000-6000,5000,"[430623891, 789824323]"
David Miller,M,480253238,2002-08-04,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'CS' 'AH'],Suite,1,1,1,8000-11000,11000,[714780574]
Justin Logan,M,472552760,2003-12-11,Freshman,School of Arts and Sciences,0,1,['WS' 'NCA' 'AH'],Apartment,1,1,1,6000-8000,7000,[425076727]
Corey White,M,768783677,2001-08-10,Sophomore,School of Arts and Sciences,0,1,['SA' 'MH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[913621686, 533559034]"
Kevin Hicks,M,475141437,2005-10-14,Junior,School of Arts and Sciences,0,0,['MS' 'TS' 'SA'],Apartment,1,1,1,4000-6000,6000,[843474734]
Kenneth Maddox,M,312587581,2005-07-16,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'RA' 'JS'],Apartment,1,1,1,8000-11000,11000,[105286519]
Victoria Ruiz,F,255433543,2004-03-03,Junior,School of Engineering,0,0,['SA' 'CS' 'TS'],Apartment,1,0,1,4000-6000,6000,"[704014989, 106263528]"
John Scott,M,893613374,2001-02-20,Freshman,School of Arts and Sciences,0,0,['MH' 'AH' 'SA'],Suite,1,1,1,4000-6000,6000,"[321725119, 750980281]"
Mr. Charles Aguirre,M,497333570,2002-01-17,Junior,School of Arts and Sciences,0,0,['WS' 'MS' 'RA'],Suite,1,1,1,4000-6000,6000,"[142205293, 291627885]"
Angela Jackson,F,432633149,2005-12-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[558172006, 348063652]"
David Thompson,M,864351556,2003-07-22,Junior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000,[918335187]
Patricia Hamilton MD,F,808129861,2004-11-21,Freshman,School of Management and Labor Relations,0,0,['TS' 'MRS' 'BH'],Suite,1,1,1,6000-8000,8000,[789836882]
Christopher Smith,M,954127685,2003-07-07,Freshman,School of Social Work,0,1,['SA' 'RA' 'NCA'],Suite,1,1,1,4000-6000,5000,"[140555346, 431671375]"
Marie Chang,F,334796100,2005-04-07,Freshman,School of Communication and Information,1,1,['TS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[146435075, 938729701]"
Daniel Harris,M,990745929,2004-08-29,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'MS' 'RA'],Suite,1,0,1,4000-6000,5000,"[888564048, 128453879]"
Joyce Sparks,F,243873097,2005-04-07,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'MH'],Apartment,1,1,1,8000-11000,11000,[352497427]
Richard Walsh,M,323384657,2002-02-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[977211129]
David Coleman,M,586806610,2002-07-10,Freshman,School of Engineering,0,1,['MRS' 'CS' 'MZH'],Apartment,1,1,1,4000-6000,5000,"[397100117, 325425025]"
Morgan Ramirez,F,902124882,2002-02-22,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'WS'],Suite,1,1,1,4000-6000,6000,[729634404]
Tabitha Clayton,F,454038868,2002-03-06,Junior,School of Social Work,0,0,['JS' 'RA' 'WS'],Suite,1,1,1,4000-6000,6000,[392339487]
Joshua Thompson,M,267752789,2001-08-21,Junior,School of Environmental and Biological Sciences,0,1,['MZH' 'AH' 'BH'],Suite,1,1,1,8000-11000,10000,"[122294297, 433035200]"
Luis Pierce,M,334230866,2001-01-16,Freshman,School of Arts and Sciences,0,1,['MH' 'BS' 'BH'],Suite,1,1,1,6000-8000,7000,"[437314198, 973983672]"
Natalie Mcintosh,F,847631703,2004-03-31,Senior,School of Management and Labor Relations,0,0,['JS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000,[785494777]
Craig Miller,M,640439640,2000-11-20,Freshman,Mason Gross School of the Arts,0,0,['TS' 'MS' 'BH'],Suite,1,1,1,8000-11000,11000,[179389483]
Michael Lamb,M,307713367,2004-04-17,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'CS' 'JS'],Suite,1,1,1,4000-6000,6000,[450808396]
James Williams,M,513496405,2001-07-16,Sophomore,School of Arts and Sciences,0,0,['BH' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,8000,[585952907]
Elizabeth Callahan,F,253695324,2003-03-21,Freshman,School of Arts and Sciences,0,0,['MS' 'MZH' 'AH'],Apartment,1,0,1,8000-11000,11000,"[584647127, 797995985]"
Monica Thomas,F,523310429,2004-01-09,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[397665733, 510793150]"
Debbie Owen,F,677926238,2004-06-19,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'RA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[775777295]
Frank Henry,M,998438237,2005-02-11,Junior,School of Arts and Sciences,0,1,['MH' 'BS' 'MZH'],Suite,1,1,1,8000-11000,10000,"[919137768, 123375352]"
Andrew Brown,M,144332128,2003-05-09,Freshman,School of Engineering,0,0,['WS' 'RA' 'MH'],Apartment,1,1,1,8000-11000,11000,"[256229468, 226648297]"
Jennifer Miller,F,397972829,2001-03-21,Freshman,School of Environmental and Biological Sciences,0,0,['JS' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[431089213, 603222516]"
Donna Hancock,F,452605282,2001-04-17,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'BH'],Suite,1,0,1,4000-6000,6000,[463661591]
Louis Torres,M,809481569,2005-06-11,Sophomore,School of Arts and Sciences,0,1,['SA' 'BS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[941510142]
Stephen Ramos,M,831034719,2006-07-28,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'CS'],Suite,1,1,0,4000-6000,6000,"[422531569, 654911697]"
Michelle Rosales,F,948557162,2005-01-01,Senior,School of Communication and Information,0,0,['RA' 'CS' 'BS'],Suite,1,1,1,4000-6000,6000,"[407365909, 255118394]"
Edward Cordova,M,670037358,2003-01-16,Junior,School of Communication and Information,0,1,['BS' 'JS' 'WS'],Apartment,1,0,1,4000-6000,5000,[683537860]
Haley Peterson,F,474953071,2004-07-09,Senior,School of Arts and Sciences,0,0,['RA' 'CS' 'BS'],Apartment,1,1,1,8000-11000,11000,"[848726537, 668357167]"
Stephen Hall,M,942052718,2005-12-08,Sophomore,School of Arts and Sciences,0,0,['AH' 'RA' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[538857565, 541295837]"
Jessica Clark MD,F,534877552,2004-01-05,Junior,Mason Gross School of the Arts,0,0,['BS' 'MS' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[923358091]
Brandon Garcia,M,638719343,2006-04-24,Junior,Mason Gross School of the Arts,0,0,['BH' 'SA' 'MH'],Apartment,1,1,1,4000-6000,6000,"[672182171, 507299083]"
Austin Lewis,M,247625075,2001-10-22,Freshman,School of Social Work,0,1,['WS' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,5000,"[578947188, 299814541]"
Vincent Haynes DVM,M,823407988,2001-07-01,Junior,School of Arts and Sciences,0,1,['MZH' 'RA' 'AH'],Apartment,1,1,1,6000-8000,7000,"[755680232, 336833817]"
Sandra Duncan,F,216380790,2004-05-15,Freshman,Mason Gross School of the Arts,0,1,['SA' 'JS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[944276264, 156517348]"
James Mata,M,366261623,2001-11-19,Freshman,School of Social Work,1,0,['MRS' 'CS' 'JS'],Suite,1,1,1,6000-8000,8000,"[283246642, 287109376]"
Luke Conrad,M,733222264,2003-08-25,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MRS' 'BH'],Suite,1,1,1,6000-8000,7000,"[127173348, 773442046]"
Alejandra Ayala,F,580244854,2005-06-21,Freshman,School of Arts and Sciences,0,0,['RA' 'MH' 'NCA'],Suite,1,1,1,4000-6000,6000,"[520433858, 834343719]"
Brian Figueroa,M,519763322,2002-12-01,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'SA' 'MZH'],Apartment,1,1,1,6000-8000,8000,[189172591]
Denise Harris,F,987665791,2004-12-13,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'BH' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[691982687, 128895252]"
Dillon Turner,M,328553858,2005-09-05,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MZH' 'RA'],Suite,1,1,1,8000-11000,11000,"[681120222, 521101398]"
Robert Levine,M,645363075,2003-05-12,Sophomore,School of Arts and Sciences,0,0,['MRS' 'WS' 'BS'],Apartment,1,1,1,8000-11000,11000,"[703359805, 813740620]"
Alison Murphy,F,497636742,2002-11-08,Sophomore,School of Arts and Sciences,0,0,['BH' 'BS' 'MH'],Traditional Residence Hall,1,0,1,8000-11000,11000,"[573081241, 965686003]"
Hayley Blankenship,F,181736840,2001-12-17,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'BH'],Suite,1,1,1,6000-8000,8000,"[561559456, 844319534]"
Brian Russo,M,786453897,2003-03-04,Sophomore,School of Arts and Sciences,0,1,['RA' 'JS' 'BS'],Apartment,1,1,0,4000-6000,5000,"[903688843, 782137075]"
Rachael Ingram,F,678958476,2000-12-21,Sophomore,School of Engineering,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,4000-6000,6000,"[449234457, 946299446]"
Christopher Patel,M,335508876,2002-10-30,Freshman,School of Arts and Sciences,0,0,['BS' 'AH' 'MZH'],Suite,1,1,1,8000-11000,11000,"[957723615, 196407100]"
Ms. Rachel Boyd,F,140719502,2006-08-01,Freshman,School of Engineering,0,1,['MH' 'SA' 'WS'],Suite,1,1,1,6000-8000,7000,"[310911309, 597099760]"
Joseph Craig,M,408982927,2005-08-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'TS' 'RA'],Suite,1,1,1,4000-6000,6000,"[544212408, 945261180]"
Dan Woodard,M,785520016,2002-01-27,Senior,School of Arts and Sciences,0,0,['JS' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000,[251102128]
Kelly Wolfe,F,654464401,2006-08-14,Junior,Mason Gross School of the Arts,1,0,['JS' 'SA' 'BH'],Suite,1,1,1,4000-6000,6000,[286182368]
April Harris,F,298702226,2006-07-03,Junior,School of Arts and Sciences,0,1,['AH' 'JS' 'WS'],Suite,1,1,1,8000-11000,10000,"[248554076, 826290378]"
Daniel Daniels,M,177345945,2003-06-08,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'BH'],Apartment,1,1,1,8000-11000,11000,"[165728883, 509577645]"
Steven Wiley,M,504206746,2001-09-26,Junior,School of Engineering,0,0,['MS' 'JS' 'BS'],Suite,1,1,1,4000-6000,6000,[717255671]
David Everett,M,146191771,2003-01-27,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'WS'],Apartment,1,1,1,6000-8000,8000,"[274270451, 127947747]"
Sabrina Sellers,F,785290657,2005-03-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'MH'],Apartment,1,1,1,6000-8000,8000,[109044212]
Renee Flynn,F,528102818,2005-06-04,Freshman,School of Arts and Sciences,0,0,['WS' 'CS' 'SA'],Suite,1,1,1,4000-6000,6000,"[397402804, 893490898]"
Stephanie Rodriguez,F,469874082,2004-04-22,Junior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'AH'],Apartment,1,1,1,4000-6000,6000,"[169476905, 339323584]"
Kristin Fox,F,370283938,2001-09-27,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'CS'],Apartment,1,1,1,4000-6000,6000,"[150981707, 373102293]"
Brianna Hicks,F,488986021,2002-10-26,Junior,Mason Gross School of the Arts,0,0,['MH' 'JS' 'RA'],Suite,1,1,1,4000-6000,6000,"[288566622, 269944691]"
Joshua Garcia,M,636458406,2004-08-28,Freshman,School of Arts and Sciences,0,0,['NCA' 'TS' 'BS'],Apartment,1,1,1,8000-11000,11000,"[732449521, 609621679]"
Katrina Clark,F,835294634,2004-03-06,Junior,School of Arts and Sciences,0,1,['NCA' 'MZH' 'SA'],Suite,1,1,1,8000-11000,10000,[739725867]
Clayton Montgomery,M,229094827,2004-02-09,Freshman,School of Engineering,0,0,['MRS' 'BH' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[574321768]
Sarah Kirk,F,118617516,2002-07-06,Freshman,School of Management and Labor Relations,0,0,['RA' 'SA' 'CS'],Suite,1,1,1,4000-6000,6000,[977847620]
Stephanie Jackson,F,159069613,2006-08-21,Junior,School of Social Work,0,0,['AH' 'JS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[282961453, 257092599]"
Sarah Hutchinson,F,323614126,2005-10-31,Freshman,School of Engineering,0,0,['JS' 'RA' 'MRS'],Suite,1,1,1,4000-6000,6000,"[772523450, 873770362]"
Wesley Calderon,M,907589038,2001-04-07,Junior,School of Arts and Sciences,0,1,['MRS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000,"[829238779, 643000580]"
Lindsey Luna,F,270054832,2004-02-13,Sophomore,School of Communication and Information,0,1,['BS' 'MS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[852462825, 708980210]"
Jaime Davis,F,139736492,2005-09-25,Sophomore,School of Arts and Sciences,0,0,['SA' 'TS' 'MRS'],Suite,1,1,1,8000-11000,11000,[215299801]
Dennis Smith,M,578385324,2001-11-11,Junior,School of Environmental and Biological Sciences,0,0,['MH' 'SA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[576893173, 922708642]"
William Nelson,M,958199216,2002-02-11,Junior,School of Arts and Sciences,0,0,['CS' 'BH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[440050632, 338979964]"
James Willis,M,310662580,2006-06-22,Senior,School of Arts and Sciences,0,0,['TS' 'MRS' 'CS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[719032005, 731369848]"
Paul Mercado,M,903026101,2001-08-07,Freshman,School of Arts and Sciences,0,1,['MRS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,10000,"[661186769, 497521423]"
Susan Duffy,F,747484597,2003-12-24,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Suite,1,1,1,4000-6000,6000,"[968253583, 285983803]"
Susan Wood,F,542250423,2005-12-06,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'TS'],Traditional Residence Hall,1,0,1,6000-8000,8000,[582383308]
Michelle Martin,F,461878712,2006-09-06,Freshman,School of Arts and Sciences,0,0,['AH' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000,"[830861940, 226667389]"
Sarah Savage,F,207279544,2004-11-16,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[259785694, 444564200]"
Jessica Jones,F,280417031,2002-09-07,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[819423799, 716136597]"
Todd Lowe,M,120141246,2006-02-10,Junior,School of Communication and Information,0,0,['RA' 'MH' 'NCA'],Apartment,1,1,1,6000-8000,8000,"[691746090, 151720546]"
Andrew Bowman,M,510793150,2001-09-14,Sophomore,School of Communication and Information,0,0,['MH' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000,[397665733]
Danny Proctor,M,729912768,2005-10-14,Sophomore,School of Communication and Information,0,0,['WS' 'MS' 'RA'],Suite,1,1,1,8000-11000,11000,"[761570469, 658437047]"
Isabella Webb,F,528152002,2001-02-14,Sophomore,School of Arts and Sciences,0,0,['JS' 'SA' 'WS'],Suite,1,1,1,6000-8000,8000,[240453727]
Christopher Colon,M,683537860,2002-06-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'RA' 'AH'],Suite,1,1,1,8000-11000,11000,"[643454612, 670037358]"
Vanessa Jones,F,828224965,2001-04-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'BH'],Suite,1,1,1,4000-6000,6000,"[647869970, 475780165]"
Steven Morton,M,599061958,2003-11-21,Sophomore,School of Engineering,0,0,['MH' 'AH' 'RA'],Apartment,1,1,1,4000-6000,6000,[248819241]
Guy Martinez,M,464278980,2003-11-05,Sophomore,School of Arts and Sciences,0,1,['JS' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000,[837028728]
Adam Schneider,M,490378696,2003-02-03,Junior,School of Arts and Sciences,0,1,['BS' 'AH' 'NCA'],Apartment,1,1,1,4000-6000,5000,[706879490]
Danielle Harrison,F,805361097,2002-05-04,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'JS' 'NCA'],Apartment,1,1,1,6000-8000,8000,"[556418893, 177802268]"
Bethany Zamora,F,893580746,2000-10-19,Junior,School of Arts and Sciences,0,1,['BS' 'CS' 'JS'],Suite,1,1,1,6000-8000,7000,[863155669]
Lisa Thomas,F,849982923,2006-04-18,Sophomore,School of Engineering,0,0,['SA' 'JS' 'AH'],Suite,1,1,1,8000-11000,11000,"[420266929, 362956693]"
Matthew Wolf,M,693196236,2004-03-28,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000,"[914172308, 682479354]"
Sierra Roberts,F,717247947,2004-06-24,Senior,School of Social Work,0,0,['BH' 'CS' 'RA'],Suite,1,1,1,4000-6000,6000,"[101475882, 166835038]"
Donald Gonzalez,M,962983369,2003-01-14,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'MRS'],Suite,1,1,1,6000-8000,8000,"[993411310, 942146039]"
Cheryl Winters,F,737187270,2002-05-24,Freshman,School of Arts and Sciences,0,0,['JS' 'TS' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[396471054, 819793080]"
Taylor Goodman,F,358069713,2003-02-04,Freshman,School of Arts and Sciences,0,1,['SA' 'MRS' 'BH'],Suite,1,1,1,8000-11000,10000,"[190784797, 521145220]"
Catherine Jimenez,F,914200020,2006-02-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'AH' 'CS'],Suite,1,0,1,8000-11000,10000,"[206710325, 669830131]"
Ashley Huber,F,863155669,2001-12-18,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'TS' 'WS'],Apartment,1,1,1,6000-8000,8000,"[461534865, 893580746]"
Roberto Morris,M,515044823,2005-08-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[828719157, 915306243]"
Jeff Faulkner,M,624473561,2005-09-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'SA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[456479867, 448221156]"
Sarah King,F,809973211,2002-02-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MZH' 'WS'],Apartment,1,1,1,8000-11000,10000,"[192930936, 182202087]"
Jill Nolan,F,616019433,2003-09-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[108662362, 565768744]"
